"id","code","name","city_id"
"627","220801","市辖区","750"
"628","220802","洮北区","750"
"629","220821","镇赉县","750"
"630","220822","通榆县","750"
"631","220881","洮南市","750"
"632","220882","大安市","750"
"633","222401","延吉市","751"
"634","222402","图们市","751"
"635","222403","敦化市","751"
"636","222404","珲春市","751"
"637","222405","龙井市","751"
"638","222406","和龙市","751"
"639","222424","汪清县","751"
"640","222426","安图县","751"
"641","230101","市辖区","752"
"642","230102","道里区","752"
"643","230103","南岗区","752"
"644","230104","道外区","752"
"645","230106","香坊区","752"
"646","230107","动力区","752"
"647","230108","平房区","752"
"648","230109","松北区","752"
"649","230111","呼兰区","752"
"650","230123","依兰县","752"
"651","230124","方正县","752"
"652","230125","宾　县","752"
"653","230126","巴彦县","752"
"654","230127","木兰县","752"
"655","230128","通河县","752"
"656","230129","延寿县","752"
"657","230181","阿城市","752"
"658","230182","双城市","752"
"659","230183","尚志市","752"
"660","230184","五常市","752"
"661","230201","市辖区","753"
"662","230202","龙沙区","753"
"663","230203","建华区","753"
"664","230204","铁锋区","753"
"665","230205","昂昂溪区","753"
"666","230206","富拉尔基区","753"
"667","230207","碾子山区","753"
"668","230208","梅里斯达斡尔族区","753"
"669","230221","龙江县","753"
"670","230223","依安县","753"
"671","230224","泰来县","753"
"672","230225","甘南县","753"
"673","230227","富裕县","753"
"674","230229","克山县","753"
"675","230230","克东县","753"
"676","230231","拜泉县","753"
"677","230281","讷河市","753"
"678","230301","市辖区","754"
"679","230302","鸡冠区","754"
"680","230303","恒山区","754"
"681","230304","滴道区","754"
"682","230305","梨树区","754"
"683","230306","城子河区","754"
"684","230307","麻山区","754"
"685","230321","鸡东县","754"
"686","230381","虎林市","754"
"687","230382","密山市","754"
"688","230401","市辖区","755"
"689","230402","向阳区","755"
"690","230403","工农区","755"
"691","230404","南山区","755"
"692","230405","兴安区","755"
"693","230406","东山区","755"
"694","230407","兴山区","755"
"695","230421","萝北县","755"
"696","230422","绥滨县","755"
"697","230501","市辖区","756"
"698","230502","尖山区","756"
"699","230503","岭东区","756"
"700","230505","四方台区","756"
"701","230506","宝山区","756"
"702","230521","集贤县","756"
"703","230522","友谊县","756"
"704","230523","宝清县","756"
"705","230524","饶河县","756"
"706","230601","市辖区","757"
"707","230602","萨尔图区","757"
"708","230603","龙凤区","757"
"709","230604","让胡路区","757"
"710","230605","红岗区","757"
"711","230606","大同区","757"
"712","230621","肇州县","757"
"713","230622","肇源县","757"
"714","230623","林甸县","757"
"715","230624","杜尔伯特蒙古族自治县","757"
"716","230701","市辖区","758"
"717","230702","伊春区","758"
"718","230703","南岔区","758"
"719","230704","友好区","758"
"720","230705","西林区","758"
"721","230706","翠峦区","758"
"722","230707","新青区","758"
"723","230708","美溪区","758"
"724","230709","金山屯区","758"
"725","230710","五营区","758"
"726","230711","乌马河区","758"
"727","230712","汤旺河区","758"
"728","230713","带岭区","758"
"729","230714","乌伊岭区","758"
"730","230715","红星区","758"
"731","230716","上甘岭区","758"
"732","230722","嘉荫县","758"
"733","230781","铁力市","758"
"734","230801","市辖区","759"
"735","230802","永红区","759"
"736","230803","向阳区","759"
"737","230804","前进区","759"
"738","230805","东风区","759"
"739","230811","郊　区","759"
"740","230822","桦南县","759"
"741","230826","桦川县","759"
"742","230828","汤原县","759"
"743","230833","抚远县","759"
"744","230881","同江市","759"
"745","230882","富锦市","759"
"746","230901","市辖区","760"
"747","230902","新兴区","760"
"748","230903","桃山区","760"
"749","230904","茄子河区","760"
"750","230921","勃利县","760"
"751","231001","市辖区","761"
"752","231002","东安区","761"
"753","231003","阳明区","761"
"754","231004","爱民区","761"
"755","231005","西安区","761"
"756","231024","东宁县","761"
"757","231025","林口县","761"
"758","231081","绥芬河市","761"
"759","231083","海林市","761"
"760","231084","宁安市","761"
"761","231085","穆棱市","761"
"762","231101","市辖区","762"
"763","231102","爱辉区","762"
"764","231121","嫩江县","762"
"765","231123","逊克县","762"
"766","231124","孙吴县","762"
"767","231181","北安市","762"
"768","231182","五大连池市","762"
"769","231201","市辖区","763"
"770","231202","北林区","763"
"771","231221","望奎县","763"
"772","231222","兰西县","763"
"773","231223","青冈县","763"
"774","231224","庆安县","763"
"775","231225","明水县","763"
"776","231226","绥棱县","763"
"777","231281","安达市","763"
"778","231282","肇东市","763"
"779","231283","海伦市","763"
"780","232721","呼玛县","764"
"781","232722","塔河县","764"
"782","232723","漠河县","764"
"783","310101","黄浦区","765"
"784","310103","卢湾区","765"
"785","310104","徐汇区","765"
"786","310105","长宁区","765"
"787","310106","静安区","765"
"788","310107","普陀区","765"
"789","310108","闸北区","765"
"790","310109","虹口区","765"
"791","310110","杨浦区","765"
"792","310112","闵行区","765"
"793","310113","宝山区","765"
"794","310114","嘉定区","765"
"795","310115","浦东新区","765"
"796","310116","金山区","765"
"797","310117","松江区","765"
"798","310118","青浦区","765"
"799","310119","南汇区","765"
"800","310120","奉贤区","765"
"801","310230","崇明县","766"
"802","320101","市辖区","767"
"803","320102","玄武区","767"
"804","320103","白下区","767"
"805","320104","秦淮区","767"
"806","320105","建邺区","767"
"807","320106","鼓楼区","767"
"808","320107","下关区","767"
"809","320111","浦口区","767"
"810","320113","栖霞区","767"
"811","320114","雨花台区","767"
"812","320115","江宁区","767"
"813","320116","六合区","767"
"814","320124","溧水县","767"
"815","320125","高淳县","767"
"816","320201","市辖区","768"
"817","320202","崇安区","768"
"818","320203","南长区","768"
"819","320204","北塘区","768"
"820","320205","锡山区","768"
"821","320206","惠山区","768"
"822","320211","滨湖区","768"
"823","320281","江阴市","768"
"824","320282","宜兴市","768"
"825","320301","市辖区","769"
"826","320302","鼓楼区","769"
"827","320303","云龙区","769"
"828","320304","九里区","769"
"829","320305","贾汪区","769"
"830","320311","泉山区","769"
"831","320321","丰　县","769"
"832","320322","沛　县","769"
"833","320323","铜山县","769"
"834","320324","睢宁县","769"
"835","320381","新沂市","769"
"836","320382","邳州市","769"
"837","320401","市辖区","770"
"838","320402","天宁区","770"
"839","320404","钟楼区","770"
"840","320405","戚墅堰区","770"
"841","320411","新北区","770"
"842","320412","武进区","770"
"843","320481","溧阳市","770"
"844","320482","金坛市","770"
"845","320501","市辖区","771"
"846","320502","沧浪区","771"
"847","320503","平江区","771"
"848","320504","金阊区","771"
"849","320505","虎丘区","771"
"850","320506","吴中区","771"
"851","320507","相城区","771"
"852","320581","常熟市","771"
"853","320582","张家港市","771"
"854","320583","昆山市","771"
"855","320584","吴江市","771"
"856","320585","太仓市","771"
"857","320601","市辖区","772"
"858","320602","崇川区","772"
"859","320611","港闸区","772"
"860","320621","海安县","772"
"861","320623","如东县","772"
"862","320681","启东市","772"
"863","320682","如皋市","772"
"864","320683","通州市","772"
"865","320684","海门市","772"
"866","320701","市辖区","773"
"867","320703","连云区","773"
"868","320705","新浦区","773"
"869","320706","海州区","773"
"870","320721","赣榆县","773"
"871","320722","东海县","773"
"872","320723","灌云县","773"
"873","320724","灌南县","773"
"874","320801","市辖区","774"
"875","320802","清河区","774"
"876","320803","楚州区","774"
"877","320804","淮阴区","774"
"878","320811","清浦区","774"
"879","320826","涟水县","774"
"880","320829","洪泽县","774"
"881","320830","盱眙县","774"
"882","320831","金湖县","774"
"883","320901","市辖区","775"
"884","320902","亭湖区","775"
"885","320903","盐都区","775"
